도서관명,시도명,시군구명,열람좌석수,자료수
조은마음도서관,경상남도,진주시,10,5757
연세 작은도서관,경상남도,진주시,0,0
미누마루도서관,경상남도,진주시,40,2819
자이 작은도서관,경상남도,진주시,30,6214
빛나는 혁신LH 1단지 도서관,경상남도,진주시,18,3300
경남혁신 꿈꾸는 도서관,경상남도,진주시,24,5219
초전 해모로 루비채 2단지 북카페,경상남도,진주시,50,4600
숲소리 북카페,경상남도,진주시,28,4000
올리움 작은도서관,경상남도,진주시,12,3182
상대한보 작은도서관,경상남도,진주시,0,0
채움 작은도서관,경상남도,진주시,100,2000
정촌 작은도서관,경상남도,진주시,8,3200
더퀸즈웰가도서관,경상남도,진주시,18,1800
T.L.T작은도서관,경상남도,진주시,10,1150
진주은평도서관,경상남도,진주시,0,2000
다산도서관,경상북도,고령군,193,14274
자은구영마을도서관,전라남도,신안군,18,2885
임자작은도서관,전라남도,신안군,20,3573
장산작은도서관,전라남도,신안군,15,2126
하의작은도서관,전라남도,신안군,15,2029
Wonderful english 작은도서관,전라남도,신안군,10,1000
도초 작은도서관,전라남도,신안군,25,5859
지도 작은도서관,전라남도,신안군,25,5105
증도 작은도서관,전라남도,신안군,25,5141
흑산자산문화도서관,전라남도,신안군,30,14649
신안군립도서관,전라남도,신안군,88,43156
고성군립간성도서관,강원도,고성군,154,58173
토성공공도서관,강원도,고성군,193,41425
선경도서관,경기도,팔달구,584,422499
중앙도서관,경기도,팔달구,461,250308
창룡도서관,경기도,팔달구,494,60354
화서다산도서관,경기도,팔달구,348,43641
호매실도서관,경기도,권선구,616,83926
한림도서관,경기도,권선구,453,51940
버드내도서관,경기도,권선구,550,54510
북수원도서관,경기도,장안구,809,201576
대추골도서관,경기도,장안구,500,72094
일월도서관,경기도,장안구,635,59757
광교홍재도서관,경기도,영통구,958,79290
태장마루도서관,경기도,영통구,558,101966
슬기샘어린이도서관,경기도,장안구,471,143676
지혜샘어린이도서관,경기도,권선구,516,144358
바른샘어린이도서관,경기도,영통구,500,143779
영통도서관,경기도,영통구,825,270641
희망샘도서관,경기도,권선구,137,35920
사랑샘도서관,경기도,영통구,63,26951
반달어린이도서관,경기도,영통구,120,38498
화홍어린이도서관,경기도,팔달구,60,15527
인도래작은도서관,경기도,팔달구,54,6184
서수원도서관,경기도,권선구,730,198330
한아름도서관,경기도,팔달구,80,51980
매여울도서관,경기도,영통구,475,25094
광교푸른숲도서관,경기도,영통구,632,26230
진천군립도서관,충청북도,진천군,372,75302
진천군립광혜원도서관,충청북도,진천군,100,52332
생거진천혁신도시도서관,충청북도,진천군,120,26121
목포시립도서관,전라남도,목포시,961,290530
목포어린이도서관,전라남도,목포시,216,60928
노을도서관,전라남도,목포시,18,2157
행복마을도서관,전라남도,목포시,16,3222
삼학도서관,전라남도,목포시,19,3866
소나무도서관,전라남도,목포시,30,3155
숲속도서관,전라남도,목포시,20,4165
청개구리도서관,전라남도,목포시,40,4677
푸른솔도서관,전라남도,목포시,40,4744
연 꽃도서관,전라남도,목포시,36,4758
초롱초롱도서관,전라남도,목포시,53,7447
무지개도서관,전라남도,목포시,36,8006
반딧불도서관,전라남도,목포시,30,7611
꿈나무도서관,전라남도,목포시,19,8802
옹달샘도서관,전라남도,목포시,35,7427
은하수도서관,전라남도,목포시,56,11279
꿈돌이도서관,전라남도,목포시,60,10611
피터팬작은도서관,전라남도,목포시,18,9869
샛별작은도서관,전라남도,목포시,28,1849
푸른숲작은도서관,전라남도,목포시,30,1736
호돌이작은도서관,전라남도,목포시,20,1707
음성도서관,충청북도,음성군,255,53662
금왕도서관,충청북도,음성군,170,58900
대소도서관,충청북도,음성군,100,39000
감곡도서관,충청북도,음성군,160,30362
고창군립도서관,전라북도,고창군,158,61746
고창군립성호도서관,전라북도,고창군,159,40543
고수해마루작은도서관,전라북도,고창군,13,10868
아산선운산작은도서관,전라북도,고창군,20,9159
대산큰별작은도서관,전라북도,고창군,8,5344
무장글샘작은도서관,전라북도,고창군,10,5155
글마루작은도서관,전라북도,고창군,36,13603
문화정보도서관,광주광역시,남구,350,95997
푸른길도서관,광주광역시,남구,150,39487
청소년도서관,광주광역시,남구,218,32355
경주시립도서관,경상북도,경주시,400,202610
송화도서관,경상북도,경주시,320,60285
중앙도서관,경상북도,경주시,58,34247
감포도서관,경상북도,경주시,12,57603
칠평도서관,경상북도,경주시,130,58118
단석도서관,경상북도,경주시,46,54327
증평군립도서관,충청북도,증평군,601,56931
당진시립중앙도서관,충청남도,당진시,700,119597
당진시립합덕도서관,충청남도,당진시,200,46744
당진시립송악도서관,충청남도,당진시,177,56854
송악샘터작은도서관,충청남도,당진시,50,14081
송악해나루작은도서관,충청남도,당진시,44,15034
고대웃음꽃작은도서관,충청남도,당진시,25,17193
석문생각나무작은도서관,충청남도,당진시,31,19402
대호지책나래작은도서관,충청남도,당진시,50,10534
순성반딧불이작은도서관,충청남도,당진시,34,16752
신평거산작은도서관,충청남도,당진시,40,21395
신평청소년작은도서관,충청남도,당진시,100,9988
송산개미작은도서관,충청남도,당진시,45,19916
원당꿈초롱작은도서관,충청남도,당진시,80,14719
일곡도서관,광주광역시,북구,468,137330
운암도서관,광주광역시,북구,275,57182
꿈나무 작은도서관,광주광역시,북구,18,7654
동림동 작은도서관,광주광역시,북구,32,15387
두암1동 작은도서관,광주광역시,북구,20,2940
새싹을의글방 두암2동 작은도서관,광주광역시,북구,15,5731
고맙습니다. 두암3동 작은도서관,광주광역시,북구,18,9534
매곡동 작은도서관,광주광역시,북구,10,3795
문흥2동 작은도서관,광주광역시,북구,12,7596
삼각동 작은도서관,광주광역시,북구,14,3008
시화문화마을 작은도서관,광주광역시,북구,60,3604
신안동 작은도서관,광주광역시,북구,20,6832
양산동 작은도서관,광주광역시,북구,42,3574
오치1동 꿈나무 작은도서관,광주광역시,북구,30,6210
오치2동 작은도서관,광주광역시,북구,12,7056
용봉 작은도서관,광주광역시,북구,20,7999
운암1동 큰꿈 작은도서관,광주광역시,북구,8,4864
운암2동 작은도서관,광주광역시,북구,7,2921
운암3동 황계 작은도서관,광주광역시,북구,8,10508
중앙동 작은도서관,광주광역시,북구,9,2545
중흥1동 작은도서관,광주광역시,북구,12,2796
징검다리 작은도서관,광주광역시,북구,30,8160
풍향동 작은도서관,광주광역시,북구,50,4226
햇살마루 작은도서관,광주광역시,북구,20,12300
BS작은도서관,광주광역시,북구,16,1000
CUM역사도서관,광주광역시,북구,12,1200
ESR작은도서관,광주광역시,북구,20,6120
가람문고,광주광역시,북구,22,1084
각화문고,광주광역시,북구,15,2000
강변문고,광주광역시,북구,30,2168
개똥벌레어린이도서관,광주광역시,북구,8,3886
광주아름다운작은도서관,광주광역시,북구,20,3500
그리심문고,광주광역시,북구,62,4000
기쁘고즐거운도서관,광주광역시,북구,30,2500
꿈꾸는아이들,광주광역시,북구,10,3000
꿈나무도서관,광주광역시,북구,8,1700
꿈드림작은도서관,광주광역시,북구,24,1000
꿈이있는작은도서관,광주광역시,북구,23,2500
꿈틀어린이작은도서관,광주광역시,북구,25,1400
늘빛작은도서관,광주광역시,북구,28,1200
늘해랑작은도서관,광주광역시,북구,8,3000
늘행복한작은도서관,광주광역시,북구,15,1600
다솜울작은도서관,광주광역시,북구,8,9950
다솜작은도서관,광주광역시,북구,30,1434
도담도담어린이도서관,광주광역시,북구,20,15000
동이트는작은도서관,광주광역시,북구,50,12100
들꽃도서관,광주광역시,북구,50,10212
망월도서관,광주광역시,북구,10,3000
매곡작은도서관,광주광역시,북구,18,4100
모해작은도서관,광주광역시,북구,30,3400
무진교육문화센터문고,광주광역시,북구,12,5000
문산작은도서관,광주광역시,북구,12,1500
문흥골문고,광주광역시,북구,30,4800
바람개비작은도서관,광주광역시,북구,40,15200
밝은마음문고,광주광역시,북구,11,1500
백합작은도서관,광주광역시,북구,22,1000
복지애숲작은도서관,광주광역시,북구,20,1100
북소리작은도서관,광주광역시,북구,15,1300
빛고을두암문고,광주광역시,북구,24,2500
사랑의문고,광주광역시,북구,20,2000
사임당작은도서관,광주광역시,북구,20,20000
새생명작은도서관,광주광역시,북구,20,2700
새에덴작은도서관,광주광역시,북구,25,1000
생각나무숲작은도서관,광주광역시,북구,15,4200
생각나무작은도서관,광주광역시,북구,24,6000
생각놀이터작은도서관,광주광역시,북구,8,2001
생각이크는도서관,광주광역시,북구,20,12100
성산작은도서관,광주광역시,북구,20,1200
세계로문고,광주광역시,북구,50,8000
송운작은도서관,광주광역시,북구,13,1500
신광작은도서관,광주광역시,북구,55,3450
신용작은도서관,광주광역시,북구,30,4100
신원작은도서관문고,광주광역시,북구,30,3300
신일작은도서관,광주광역시,북구,12,6000
아델리움꿈사랑작은도서관,광주광역시,북구,35,4408
아름다운작은도서관,광주광역시,북구,10,6000
앰플작은도서관,광주광역시,북구,12,20000
양산작은도서관,광주광역시,북구,30,1500
어울매작은도서관,광주광역시,북구,20,2700
에덴작은도서관,광주광역시,북구,50,20100
에이스문고,광주광역시,북구,20,1200
여우고개어린이문고,광주광역시,북구,28,2500
연꽃못작은도서관,광주광역시,북구,12,3330
연제신안작은도서관,광주광역시,북구,24,3500
연제큰꿈작은도서관문고,광주광역시,북구,40,4900
예그리나작은도서관,광주광역시,북구,8,1549
예은작은도서관,광주광역시,북구,15,2000
오치세우는작은도서관,광주광역시,북구,40,2960
용봉주공작은도서관,광주광역시,북구,15,2795
우치작은도서관,광주광역시,북구,25,20100
웃음꽃도서관,광주광역시,북구,9,20200
은혜작은도서관,광주광역시,북구,11,1600
임동뜨란채희망도서관,광주광역시,북구,20,3200
임동청소년문고,광주광역시,북구,10,2624
자우리작은도서관,광주광역시,북구,12,4347
자윤작은도서관,광주광역시,북구,6,20000
주민작은도서관,광주광역시,북구,15,1600
주안문고,광주광역시,북구,12,10000
중흥작은도서관,광주광역시,북구,12,2500
참좋은작은도서관,광주광역시,북구,6,4000
참터문고,광주광역시,북구,10,4000
책과벗하는사랑방,광주광역시,북구,33,2000
책돌이도서관,광주광역시,북구,36,12500
책향기작은도서관,광주광역시,북구,15,3200
첨단자이2단지작은도서관,광주광역시,북구,10,1200
청년센터아카이브,광주광역시,북구,16,20000
친환경도서관버스,광주광역시,북구,20,5600
카리타스작은도서관,광주광역시,북구,29,7167
콩세알작은도서관,광주광역시,북구,12,4700
큰꿈도서관문고,광주광역시,북구,40,8000
탈무드작은도서관,광주광역시,북구,30,6000
파랑새작은도서관,광주광역시,북구,27,3500
푸른꿈문고,광주광역시,북구,40,20000
푸른꿈작은도서관,광주광역시,북구,20,3150
푸른샘작은도서관,광주광역시,북구,50,20000
푸른숲작은도서관(삼각),광주광역시,북구,38,20100
푸른숲작은도서관(첨단),광주광역시,북구,52,1600
풍경채작은도서관,광주광역시,북구,40,9518
풍성한작은도서관,광주광역시,북구,30,5080
핑크드림작은도서관,광주광역시,북구,36,5467
하늘사랑작은도서관,광주광역시,북구,15,1100
하늘씨앗작은도서관,광주광역시,북구,30,2005
하백꿈작은도서관,광주광역시,북구,100,4000
한양수자인작은도서관,광주광역시,북구,25,4627
해누리작은도서관,광주광역시,북구,16,5000
행복나무작은도서관,광주광역시,북구,8,5000
현진에버빌작은도서관,광주광역시,북구,40,5100
효령노인복지타운도서관,광주광역시,북구,31,2200
가온도서관,서울특별시,서울시 중구,93,51188
남산타운문화체육센터 어린이도서관,서울특별시,중구,73,23425
손기정 작은도서관,서울특별시,중구,22,24595
어울림도서관,서울특별시,중구,130,53639
가오도서관,대전광역시,동구,300,103930
용운도서관,대전광역시,동구,350,112540
가양도서관,대전광역시,동구,263,109661
판암도서관,대전광역시,동구,80,34765
무지개도서관,대전광역시,동구,71,31822
성남도서관,대전광역시,동구,120,40262
자양도서관,대전광역시,동구,140,46538
홍도도서관,대전광역시,동구,100,46547
부산진구어린이청소년도서관,부산광역시,부산진구,173,18087
연지동작은도서관,부산광역시,부산진구,40,7479
양정1동작은도서관,부산광역시,부산진구,32,9289
양정2동작은도서관,부산광역시,부산진구,40,6285
부암1동책마루작은도서관,부산광역시,부산진구,20,4872
당감1동작은도서관,부산광역시,부산진구,50,7166
당감4동사랑방마실작은도서관,부산광역시,부산진구,25,4518
개금2동행복마을작은도서관,부산광역시,부산진구,30,4421
범천2동작은도서관,부산광역시,부산진구,10,10074
초읍동책사랑방,부산광역시,부산진구,3,1731
전포1동밭개마을,부산광역시,부산진구,10,1631
전포2동북카페,부산광역시,부산진구,12,2932
당감2동북카페,부산광역시,부산진구,10,744
가야1동가얏골미니도서관,부산광역시,부산진구,8,1353
가야2동책누리북카페,부산광역시,부산진구,30,5591
개금1동책사랑쉼터,부산광역시,부산진구,5,3850
개금2동책마루,부산광역시,부산진구,3,2597
중랑구립정보도서관,서울특별시,중랑구,594,210822
중랑구립면목정보도서관,서울특별시,중랑구,227,87775
중랑숲어린이도서관,서울특별시,중랑구,173,36533
중화어린이도서관,서울특별시,중랑구,30,19478
태백시립도서관,강원도,태백시,180,120643
태백산소드림도서관,강원도,태백시,154,14402
꿈나무도서관,서울특별시,구로구,87,86206
꿈마을도서관,서울특별시,구로구,124,39192
구로구립온누리도서관,서울특별시,구로구,70,32464
개봉어린이도서관,서울특별시,구로구,77,38922
하늘도서관,서울특별시,구로구,105,34677
개봉도서관,서울특별시,구로구,61,25768
글마루한옥어린이도서관,서울특별시,구로구,60,33537
궁동어린이도서관,서울특별시,구로구,150,16753
신도림어린이영어작은도서관,서울특별시,구로구,30,14420
장기도서관,경기도,김포시,460,57766
중봉도서관,경기도,김포시,600,361555
양곡도서관,경기도,김포시,150,78609
고촌도서관,경기도,김포시,162,42725
통진도서관,경기도,김포시,404,126706
거제도서관,경상남도,거제시,538,101017
거창도서관,경상남도,거창군,225,74109
고성도서관,경상남도,고성군,471,92515
김해도서관,경상남도,김해시,1202,342282
남지도서관,경상남도,창녕군,236,79437
남해도서관,경상남도,남해군,214,87061
마산도서관,경상남도,창원시 마산합포구,799,287182
밀양도서관,경상남도,밀양시,273,82924
사천도서관,경상남도,사천시,200,96543
산청도서관,경상남도,산청군,189,87618
삼천포도서관,경상남도,사천시,212,122783
양산도서관,경상남도,양산시,485,116246
의령도서관,경상남도,의령군,267,109096
지혜의바다,경상남도,창원시 마산회원구,384,99601
진동도서관,경상남도,창원시 마산합포구,250,97699
진양도서관,경상남도,진주시,262,86218
진영도서관,경상남도,김해시,249,97699
창녕도서관,경상남도,창녕군,339,101533
창원도서관,경상남도,창원시 성산구,1215,321624
통영도서관,경상남도,통영시,303,96380
하남도서관,경상남도,밀양시,221,59437
하동도서관,경상남도,하동군,280,83895
함안도서관,경상남도,함안군,213,77785
함양도서관,경상남도,함양군,197,93760
합천도서관,경상남도,합천군,267,76351
광진정보도서관,서울특별시,광진구,1295,237257
중곡문화체육센터도서관,서울특별시,광진구,259,73824
자양제4동도서관,서울특별시,광진구,98,26947
구의제3동도서관,서울특별시,광진구,64,25064
중곡1동새마을작은도서관,서울특별시,광진구,12,10619
중곡2동새마을작은도서관,서울특별시,광진구,10,5687
중곡3동새마을작은도서관,서울특별시,광진구,30,4335
중곡4동새마을작은도서관,서울특별시,광진구,25,5280
능동새마을작은도서관,서울특별시,광진구,10,7368
구의1동새마을작은도서관,서울특별시,광진구,8,5738
구의2동새마을작은도서관,서울특별시,광진구,16,5980
광장동새마을작은도서관,서울특별시,광진구,15,4641
자양1동새마을작은도서관,서울특별시,광진구,6,6413
자양2동새마을작은도서관,서울특별시,광진구,17,9626
자양3동새마을작은도서관,서울특별시,광진구,20,8405
자양4동새마을작은도서관,서울특별시,광진구,12,4345
화양동새마을작은도서관,서울특별시,광진구,10,9031
군자동새마을작은도서관,서울특별시,광진구,10,5646
자양전통시장작은도서관,서울특별시,광진구,20,1425
날마다자라는나무,서울특별시,광진구,12,11200
새빛작은도서관,서울특별시,광진구,30,8823
예드림문고,서울특별시,광진구,50,8250
평강마을도서관,서울특별시,광진구,50,5317
푸른꿈도서관,서울특별시,광진구,20,1700
광장현대파크빌도서관,서울특별시,광진구,17,2921
중곡교회작은도서관,서울특별시,광진구,12,2628
아름드리작은도서관,서울특별시,광진구,20,6410
어린이도서관주영심나무,서울특별시,광진구,50,3000
아차산아래작은도서관놀자,서울특별시,광진구,35,7182
하람도서관,서울특별시,광진구,12,2000
운룡도서관,서울특별시,광진구,18,15000
더바움지식문화작은도서관,서울특별시,광진구,12,3311
성신비전스쿨도서관,서울특별시,광진구,20,3431
이룸도서관,서울특별시,광진구,8,3000
배움의기쁨작은도서관,서울특별시,광진구,50,1230
사람아이앤지작은도서관,서울특별시,광진구,40,4800
샘터작은도서관,서울특별시,광진구,25,10306
AB돌봄카페,서울특별시,광진구,6,1300
기장도서관,부산광역시,기장군,524,171572
정관도서관,부산광역시,기장군,637,145516
정관어린이도서관,부산광역시,기장군,90,38708
기장디지털도서관,부산광역시,기장군,20,17847
대라다목적도서관,부산광역시,기장군,218,29278
충청남도학생교육문화원,충청남도,천안시 동남구,543,140039
충청남도평생교육원,충청남도,천안시 동남구,1319,166084
충청남도남부평생학습관,충청남도,논산시,972,129301
충남서부평생학습관,충청남도,서산시,1113,170347
천안성환도서관,충청남도,천안시 서북구,366,104879
공주도서관,충청남도,공주시,230,108526
공주유구도서관,충청남도,공주시,184,77080
보령도서관,충청남도,보령시,300,98361
보령웅천도서관,충청남도,보령시,170,77611
아산도서관,충청남도,아산시,400,103250
서산해미도서관,충청남도,서산시,200,73621
당진도서관,충청남도,당진시,360,90154
금산도서관,충청남도,금산군,316,95657
부여도서관,충청남도,부여군,339,110922
서천도서관,충청남도,서천군,139,84819
청양도서관,충청남도,청양군,453,95388
홍성도서관,충청남도,홍성군,516,84249
예산도서관,충청남도,예산군,309,93190
태안도서관,충청남도,태안군,330,110306
내가도서관,인천광역시,강화군,60,13147
강화도서관,인천광역시,강화군,241,66108
중앙도서관,충청남도,천안시,200,202772
쌍용도서관,충청남도,천안시,404,161009
성거도서관,충청남도,천안시,160,93639
아우내도서관,충청남도,천안시,37,63948
도솔도서관,충청남도,천안시,180,94267
두정도서관,충청남도,천안시,362,141788
신방도서관,충청남도,천안시,270,97485
청수도서관,충청남도,천안시,780,43329
원성2동작은도서관,충청남도,천안시,12,13955
중앙동작은도서관,충청남도,천안시,40,10125
일봉동작은도서관,충청남도,천안시,6,11010
성남면작은도서관,충청남도,천안시,8,10280
풍세면작은도서관,충청남도,천안시,12,9848
문성동작은도서관,충청남도,천안시,12,11014
입장면작은도서관,충청남도,천안시,12,9814
직산읍작은도서관,충청남도,천안시,20,17129
성환읍작은도서관,충청남도,천안시,24,13852
광덕작은도서관,충청남도,천안시,24,4797
신안동작은도서관,충청남도,천안시,13,6791
천안축구센터작은도서관,충청남도,천안시,18,7792
성정1동작은도서관,충청남도,천안시,18,9777
목천느티나무작은도서관,충청남도,천안시,40,3967
북면바로내작은도서관,충청남도,천안시,26,4581
매포공공도서관,충청북도,단양군,118,50741
다누리도서관,충청북도,단양군,87,86587
칠곡군립도서관,경상북도,칠곡군,400,70465
북삼도서관,경상북도,칠곡군,240,60353
석적도서관,경상북도,칠곡군,130,59102
동명작은도서관,경상북도,칠곡군,78,6941
약목작은도서관,경상북도,칠곡군,85,4942
의성군립도서관,경상북도,의성군,253,53221
성북정보도서관,서울특별시,성북구,480,171379
아리랑도서관,서울특별시,성북구,274,138344
해오름도서관,서울특별시,성북구,70,37621
종암동새날도서관,서울특별시,성북구,110,36595
서경로꿈마루도서관,서울특별시,성북구,30,8759
석관동미리내도서관,서울특별시,성북구,89,30270
달빛마루도서관,서울특별시,성북구,130,47054
정릉도서관,서울특별시,성북구,81,25178
청수도서관,서울특별시,성북구,95,29826
아리랑어린이도서관,서울특별시,성북구,110,31679
이음도서관,서울특별시,성북구,30,2496
월곡꿈그림도서관,서울특별시,성북구,82,13521
관악문화관도서관,서울특별시,관악구,547,191107
글빛정보도서관,서울특별시,관악구,134,65019
성현동작은도서관,서울특별시,관악구,60,49042
은천동작은도서관,서울특별시,관악구,89,42456
조원작은도서관,서울특별시,관악구,210,56319
봉현작은도서관,서울특별시,관악구,35,12544
청룡작은도서관,서울특별시,관악구,25,11076
삼성작은도서관,서울특별시,관악구,30,10922
숲속작은도서관,서울특별시,관악구,20,3070
책이랑놀이랑,서울특별시,관악구,35,12394
책쉼터,서울특별시,관악구,20,3723
신림청소년독서실,서울특별시,관악구,74,8736
관악산 詩도서관,서울특별시,관악구,14,5738
낙성대공원도서관,서울특별시,관악구,28,5978
하난곡작은도서관,서울특별시,관악구,38,12414
용꿈꾸는 작은도서관,서울특별시,관악구,57,19420
도림천에서 용나는 작은도서관,서울특별시,관악구,12,5414
꿈나무 영유아도서관,서울특별시,관악구,50,6428
보라매동 다사랑작은도서관,서울특별시,관악구,15,7006
은천동 한울작은도서관,서울특별시,관악구,20,15241
인헌동 보물섬 작은도서관,서울특별시,관악구,24,18312
난곡동 책사랑 작은도서관,서울특별시,관악구,16,7765
난향동 뜰안에작은도서관,서울특별시,관악구,22,9810
남현동 우리작은도서관,서울특별시,관악구,60,13543
신림동 굴렁쇠작은도서관,서울특별시,관악구,12,7016
서림동 글사랑작은도서관,서울특별시,관악구,20,7406
신원동 울타리작은도서관,서울특별시,관악구,20,6940
신사동 해오름작은도서관,서울특별시,관악구,20,8529
서원동 어울작은도서관,서울특별시,관악구,20,6112
대학동 녹두작은도서관,서울특별시,관악구,20,4406
성현동 파랑새작은도서관,서울특별시,관악구,50,10623
중앙동 새싹작은도서관,서울특별시,관악구,40,5230
청림동 푸른숲작은도서관,서울특별시,관악구,20,7388
행운동 마루작은도서관,서울특별시,관악구,20,5738
청룡동 숯고을작은도서관,서울특별시,관악구,20,9520
낙성동 우듬지작은도서관,서울특별시,관악구,20,6555
미성동 책의향기작은도서관,서울특별시,관악구,20,7480
삼성동 샛별작은도서관,서울특별시,관악구,10,7106
서울대입구역 U-도서관,서울특별시,관악구,0,144
신대방역 U-도서관,서울특별시,관악구,0,48
봉천역 U-도서관,서울특별시,관악구,0,112
낙성대역 U-도서관,서울특별시,관악구,0,112
신림역 U-도서관,서울특별시,관악구,0,112
꿈사다리 도서관,부산광역시,서구,20,5500
닥밭골 작은 도서관,부산광역시,서구,40,5781
동서남-BOOK 작은도서관,부산광역시,서구,25,6880
부민작은도서관,부산광역시,서구,30,9163
부산기독교 종합사회복지관 강유두작은도서관,부산광역시,서구,10,3821
샤롯데 작은도서관,부산광역시,서구,20,2100
서구문화원작은도서관,부산광역시,서구,31,8965
송도바다 작은도서관,부산광역시,서구,20,6400
송도제일교회문고,부산광역시,서구,45,5000
어울림 작은도서관,부산광역시,서구,26,5477
짬짬이 작은도서관,부산광역시,서구,20,2932
초장동꿈터작은도서관,부산광역시,서구,50,14101
포도나무 도서관,부산광역시,서구,50,2000
한새마을 작은도서관,부산광역시,서구,52,4082
향기나는 작은도서관,부산광역시,서구,18,3851
꽃마을 작은도서관,부산광역시,서구,30,4234
남일이네 작은도서관,부산광역시,서구,25,5460
달서구립도원도서관,대구광역시,달서구,246,98514
달서어린이도서관,대구광역시,달서구,186,87159
달서구립성서도서관,대구광역시,달서구,301,92451
달서구립본리도서관,대구광역시,달서구,310,81809
달서구립달서가족문화도서관,대구광역시,달서구,306,53758
행정정보 문고센터,대구광역시,달서구,15,19522
죽전동 공립작은도서관,대구광역시,달서구,12,8102
웃는얼굴아트센터 도서실,대구광역시,달서구,53,21567
이곡2동 공립작은도서관,대구광역시,달서구,30,28100
용산1동 공립작은도서관,대구광역시,달서구,12,22762
장기동 공립작은도서관,대구광역시,달서구,10,20683
학산작은도서관,대구광역시,달서구,30,7087
여명주민도서실,대구광역시,달서구,20,3701
문화사랑도서관,대구광역시,달서구,30,14485
소망의친구들도서관,대구광역시,달서구,12,8105
그루터기어린이도서관,대구광역시,달서구,80,12334
동한문화센터문고,대구광역시,달서구,16,3508
유천포스코더샵마을문고,대구광역시,달서구,36,10500
월성코오롱하늘채2단지문고,대구광역시,달서구,30,8156
하늘채1단지도서관,대구광역시,달서구,56,16406
대곡역파크드림도서관,대구광역시,달서구,50,12229
성당하늘채도서관,대구광역시,달서구,36,10115
화성파크리젠시글길도서관,대구광역시,달서구,18,5070
성당포스코더샵도서관,대구광역시,달서구,21,10533
상인역e-편한세상 마을문고,대구광역시,달서구,25,4215
월성푸르지오책마루도서관,대구광역시,달서구,60,16179
월성월드메르디앙도서관,대구광역시,달서구,50,11000
월배힐스테이트도서관,대구광역시,달서구,40,10500
꿈에그린작은도서관,대구광역시,달서구,24,2392
삼성명가타운작은도서관,대구광역시,달서구,80,8700
월성도서관,대구광역시,달서구,20,2500
하늘향기충성가족도서관,대구광역시,달서구,55,5659
이레도서관,대구광역시,달서구,12,3550
캐슬도서관,대구광역시,달서구,16,2537
예가도서관,대구광역시,달서구,24,8170
두산미소도서관,대구광역시,달서구,12,7937
새하늘작은도서관,대구광역시,달서구,24,2484
책으로 꿈꾸는 작은도서관,대구광역시,달서구,12,4235
월성e편한세상작은도서관,대구광역시,달서구,16,6898
감삼영어도서관,대구광역시,달서구,50,4500
작은빛도서관,대구광역시,달서구,20,2500
작은숲도서관,대구광역시,달서구,30,8124
옷박골작은도서관,대구광역시,달서구,20,1667
e편한세상월배작은도서관,대구광역시,달서구,12,1800
레이크뷰행복작은도서관,대구광역시,달서구,22,5800
마중물작은도서관,대구광역시,달서구,36,1300
하브루타작은도서관,대구광역시,달서구,12,1500
서한도서관,대구광역시,달서구,24,1096
월배아이파크1차아이빛도서관,대구광역시,달서구,16,3900
꿈꾸는도서관in휴포레,대구광역시,달서구,30,2500
아이솔작은도서관,대구광역시,달서구,64,1546
달서다문화가족도서관,대구광역시,달서구,10,7000
드림작은도서관,대구광역시,달서구,30,1500
숲속도서관,대구광역시,달서구,40,1250
완산도서관,전라북도,전주시,586,293452
삼천도서관,전라북도,전주시,360,97918
서신도서관,전라북도,전주시,442,112550
평화도서관,전라북도,전주시,248,72125
효자도서관,전라북도,전주시,263,44785
송천도서관,전라북도,전주시,307,98529
금암도서관,전라북도,전주시,420,155336
인후도서관,전라북도,전주시,392,91221
아중도서관,전라북도,전주시,129,72442
쪽구름도서관,전라북도,전주시,105,51474
건지도서관,전라북도,전주시,115,43313
간납대작은도서관,전라북도,전주시,10,3825
건지산숲속작은도서관,전라북도,전주시,25,3070
글마당작은도서관,전라북도,전주시,20,6932
금호작은도서관,전라북도,전주시,24,7299
꿈드리작은도서관,전라북도,전주시,8,9528
꿈밭장애인작은도서관,전라북도,전주시,30,5258
꿈이있는나무작은도서관,전라북도,전주시,20,11465
노송작은도서관,전라북도,전주시,16,11679
덕진품애작은도서관,전라북도,전주시,34,5639
맑은누리작은도서관,전라북도,전주시,14,7180
명주골작은도서관,전라북도,전주시,40,4321
모롱지작은도서관,전라북도,전주시,66,13246
무지개작은도서관,전라북도,전주시,10,10649
열린점자작은도서관,전라북도,전주시,18,7936
우아문화의집 작은도서관,전라북도,전주시,40,5807
인후문화의집 작은도서관,전라북도,전주시,30,7810
인후비전작은도서관,전라북도,전주시,40,13221
전주작은도서관,전라북도,전주시,11,11752
중산작은도서관,전라북도,전주시,35,9156
책마루작은도서관,전라북도,전주시,100,32567
청아나루작은도서관,전라북도,전주시,25,9341
초록우산작은도서관,전라북도,전주시,24,12221
큰나루작은도서관,전라북도,전주시,30,9694
팔복작은도서관,전라북도,전주시,74,12465
평화꿈틀 작은도서관,전라북도,전주시,50,10196
행복나눔 작은도서관,전라북도,전주시,32,9334
호성작은도서관,전라북도,전주시,24,12107
효사랑푸른꿈작은도서관,전라북도,전주시,24,8503
중앙도서관,경기도,양평군,280,175356
어린이도서관,경기도,양평군,475,72988
양서친환경도서관,경기도,양평군,293,80319
용문도서관,경기도,양평군,302,92855
지평도서관,경기도,양평군,162,38050
양동도서관,경기도,양평군,200,42789
